Geography,Funding Source,Program,Agency,Description,Detail Description,Policy Topic,Policy Subtopic,Allocation (millions),Current As Of,Expiration,is_expired,amount_exact,source_url,source_name
Chicago,ARPA State and Local Fiscal Recovery Funds,Youth Intervention Programs - Service Coordination and Navigation (SCaN),NA,"Interventions for young people involved in violent crime, both victims and perpetrators","The Department of Family and Supportive Services seeks to expand its current Service Coordination and Navigation (SCaN) program model to additional community areas. SCaN is an intensive, community-based model that connects youth ages 14-24 at the highest risk of violence involvement to services in support of goals that increase their stability, self-efficacy, and assist in their transition to adulthood.",Community Safety,Violence Prevention/Reduction,NA,NA,NA,0,NA,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Youth justice diversion program,Chicago Department of Family and Support Services,Implementation of a new youth diversion model,"Implementation of a new youth deflection and diversion model, including facility/space needs and social services",Community Safety,Criminal Justice Reform,10,2021-09-20,2024-12-31,0,1,"https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf""><a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf","<a href = ""https://www.chicago.gov/content/dam/city/depts/obm/supp_info/2022Budget/ChicagoRecoveryPlan.pdf"">City of Chicago ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,911 Alternative Model Study and Strategic Plan,Cook County Justice Advisory Council,Develop a strategic plan on 911 alternative response models,"The Justice Advisory Council will engage consultants to develop a report and strategic plan on 911 alternative response models for Cook County. This includes 1) a comprehensive analysis of Cook County's current 911 system, 2) best and emerging practices in putting in place alternative responses, and 3) recommendations and a strategic plan on how Cook County may move forward with a new model. The goal of this project is to develop a plan for a response system that both better responds with mental health and other emergency services that do not require a traditional law enforcement response, needs which have been exacerbated during the lengthy pandemic, and to prevent unnecessary involvement of individuals in the criminal justice system.",Community Safety,Alternative Emergency Response,1.5,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Behavioral health expansion,Cook County Department of Public Health,"Expanding existing mental health and substance use services, and treatment and prevention programs","Expands existing mental health and substance use services, treatment, and prevention programs in priority communities in suburban Cook County in part through a community-based grants program in partnership with the Justice Advisory Council. Key areas of focus will include suicide prevention (including school-based screening), counseling and treatment, behavioral health workforce development, and youth-focused programs, including restorative justice and school discipline reform",Community Safety,Alternative Emergency Response,5.13,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Emergency Re-entry Vouchers,Cook County Justice Advisory Council,Emergency re-entry voucher program for people leaving Cook County jail and transitioning into housing,"The Justice Advisory Council will administer emergency re-entry vouchers to assist people leaving Cook County Jail in securing safe housing. Currently, approximately 1,100 people in Cook County are kept behind bars after their release date because they cannot find affordable housing.",Community Safety,Returning/Justice Involved Residents,4.08,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Gun Crime Strategy Unit,Cook County State's Attorney's Office Gun Crimes Strategies Unit,Expanding the Gun Crimes Strategy Unit's outreach efforts,The Gun Crimes Strategies Unit (GCSU) embeds Assistant State's Attorneys in six of the most violent police districts in Chicago. Expansion of the Gun Crimes Strategies Unit will allow the Cook County State's Attorney's Office to expand the reach and efforts of the GCSU in order to help combat the rise in violence and shootings within the City and the South Suburbs.,Community Safety,Violence Prevention/Reduction,5.13,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Healing Hurt People Chicago,Cook County Health,"Funding for Healing Hurt People, a trauma-informed violence intervention program","Healing Hurt People (HHP) is a trauma-informed violence intervention program for survivors of urban intentional violence. HHP works to advance the notion that unaddressed psychological trauma is a key driver of the cycle of violence, fueled by the structural violence of racism and stigma. HHP Chicago's goals are to reduce re-injury, retaliation, and criminal justice involvement by having a positive impact on trauma recovery, mental health, and drug use, and help participants achieve independence, work, education, and create a strong future.",Community Safety,Violence Prevention/Reduction,5.13,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Justice reinvesment plan,Cook County Justice Advisory Council,Develop a criminal justice report outlining strategies to minimize overspending,The Justice Advisory Council will engage consultants to review Cook County's criminal justice budgets and develop a report with 1) an overview of current spending; 2) an outline of duplicative efforts or overspending; 3) a strategy to make reductions in criminal justice spending and invest in community; and 4) best practices from jurisdictions that have successfully reinvested criminal justice dollars into public health and community resources.,Community Safety,Criminal Justice Reform,1.5,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Programs and services for domestic violence victims and survivors,Cook County Offices Under the President,Grants for providers serving domestic violence survivors,"The Offices Under the President will administer grants to providers that serve survivors of domestic violence. Domestic violence advocates have requested this funding to support legal resources, mental health resources, and rapid housing resources for domestic violence victims and survivors.",Community Safety,Victim Supports,4.08,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Public Defender Community Defense Center,Law Office of the Cook County Public Defender,Legal services for the Roseland/South Chicago and West Garfield Park/Humboldt Park communities,"Provides robust legal services to two Cook County communities that have been disproportionately affected by COVID-19, incarceration, and gun violence--greater Roseland/South Chicago and greater West Garfield Park/Humboldt Park. The Community Defense Center will work predominantly with African American and Latinx communities, providing legal services, community empowerment, advocacy and education.",Community Safety,Criminal Justice Reform,4.08,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Re-entry housing resources,Cook County Justice Advisory Council,Funding for community-based organizations to provide rental and security deposit assistance,"The Justice Advisory Council will fund Cook County community-based organizations to provide rental assistance, security deposit assistance, and outreach counseling to justice-involved individuals. The initiative will also explore more effective housing strategies, partnerships and supports to connect these individuals to stable and permanent housing thus helping to reduce recidivism.",Community Safety,Returning/Justice Involved Residents,4.08,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,State's Attorney's Office Crime Investigations,Cook County State Attorney's Office,Funding for violent gun crime investigation and prosecution,"This request will assist the Cook County State's Attorney's Office in investigating and prosecuting violent gun crimes. The State’s Attorney’s Office will use funding to add Investigators to the unit to work with prosecutors (state and federal, law enforcement agencies, etc.) and other stakeholders to help ensure public safety in communities across Cook County.",Community Safety,Violence Prevention/Reduction,5.13,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Strengthening Chicago's youth juvenile justice collaborative expansion,Agency lead not specified,Violence-reduction and juvenile justice programming for youth at high risk of exposure to violence,"This project aims to reduce violence and minimize justice involvement of youth who have experienced violence or trauma or are at high risk of exposure to violence. Services include trauma-informed care coordination for 500 justice-involved youth per year over three years, including youth on diversion (arrested for a felony or violent misdemeanor) or youth granted deferred prosecution. Services include intake, assessment, connection to evidence-based programming and pro-social services, emergency assistance, family support services, and postdischarge monitoring. In addition to providing care coordination and direct services for youth and their families, funds will support data tracking and analysis, continuous quality improvement, and developing an evaluation plan.",Community Safety,Violence Prevention/Reduction,5.13,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Supporting education and employment development,Cook County Justice Advisory Council,"Funds for the Supporting Education and Employment Development (SEED) Program, a plea-diversion and case management program","The Justice Advisory Council will provide funds to sustain and expand the Supporting Education and Employment Development (SEED) Program, a 13-month pre-plea diversion program for individuals aged 18 to 30, charged with possession with intent to deliver or manufacturing/delivery of a substance. The program provides case management, educational services, trauma-informed and cognitive behavioral interventions, job readiness training, job development and placement, supported employment, and restorative justice activities. The successful completion of the program results in case dismissal and expungement at graduation.",Community Safety,Criminal Justice Reform,5.13,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Cook County,ARPA State and Local Fiscal Recovery Funds,Violence prevention and reduction grant portfolio,Cook County Justice Advisory Council,Community-based services supporting justice-involved adults and youth,"The Justice Advisory Council (JAC) will expand funding for community-based services supporting justice-involved adults or youth, and those at high risk of experiencing violence as either a victim or perpetrator. Services include direct street-level intervention, mentoring, basic needs assistance, educational and vocational programming, and behavioral health and wellness support.",Community Safety,Violence Prevention/Reduction,5.13,2022-02-10,2024-12-31,0,0,"https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf""><a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf","<a href = ""https://www.cookcountyil.gov/sites/g/files/ywwepo161/files/documents/2022-02/ARPA%20At%20A%20Glance%20-%202-10-22.pdf"">Cook County ARPA Recovery Plan</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Child advocacy centers,Illinois Department of Children and Family Services,Support for child advocacy centers managed by the Department of Children and Family Services,Support for child advocacy centers managed by the Department of Children and Family Services,Community Safety,Victim Supports,3,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Grant to the Black and Gold Initiative,Illinois State Board of Education,"The Black and Gold Initiative provides mentoring, educational programming, and violence prevention programming for Black male high school students","The Black and Gold Initiative provides mentoring, educational programming, and violence prevention for black male high school students to attain educational excellence in the Champaign-Urbana area. The grant will support mentoring, education programing, and violence prevention.",Community Safety,Violence Prevention/Reduction,75,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Grants for violence prevention programs,Illinois Criminal Justice Information Authority,Violence prevention programs,These funds support violence prevention programs,Community Safety,Violence Prevention/Reduction,50,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Other violence prevention grants,Illinois Criminal Justice Information Authority,Violence prevention programs,These funds support violence prevention programs,Community Safety,Violence Prevention/Reduction,5.85,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Summer Youth Employment,Illinois Department of Human Services,Youth workforce development programs,"This program is designed to target current youth and new youth interested in working toward a goal of developing workplace skills and gaining employment experience while exploring potential Career Pathways. Grantees will partner with local employers in need of Summer workers. Youth targeted in this program will be placed in age-appropriate, ability-appropriate, and experience-appropriate Work-Based Learning Opportunities, Career Development Experience Opportunities or Pre-Apprenticeship programs that target a Registered or Non-Registered Apprenticeship.  The primary objective for youth served in the C-SYEP program is to develop their ""Essential Employability Skills"" and to earn a minimum of 180 hours of entry-level work experience.",Community Safety,Violence Prevention/Reduction,60,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Teen Reach,Illinois Department of Human Services,After school programs for high-risk youth between ages 6 and 17,Teen REACH is a comprehensive development initiative providing afterschool program services to high-risk youth between the ages of 6 and 17,Community Safety,Violence Prevention/Reduction,10,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Community Justice Initiative,Chicago Department of Family Support Services,NA,NA,Community Safety,Returning/Justice Involved Residents,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Community Safety Coordination Center (CSCC),Chicago Department of Public Health,NA,NA,Community Safety,Violence Prevention/Reduction,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Community Violence Intervention,Chicago Department of Public Health,NA,NA,Community Safety,Violence Prevention/Reduction,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Emergency Fund for GBV Suvivors,NA,NA,NA,Community Safety,Victim Supports,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Justice Initiatives,NA,NA,NA,Community Safety,Criminal Justice Reform,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Legal Services for Gender Based Violence Survivors,NA,NA,NA,Community Safety,Victim Supports,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Place-Based Violence Interventions,Chicago Department of Public Health,NA,NA,Community Safety,Violence Prevention/Reduction,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Resources for community safety initiatives and violence reduction interventions,Chicago Department of Public Health,NA,NA,Community Safety,Violence Prevention/Reduction,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Victim support funding,Chicago Department of Public Health,NA,NA,Community Safety,Victim Supports,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Victim Support Funding Program,Chicago Department of Public Health,NA,NA,Community Safety,Victim Supports,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Youth justice diversion,Chicago Department of Family and Support Services,NA,NA,Community Safety,Criminal Justice Reform,NA,2023-06-30,2024-12-31,0,1,NA,NA
